SYMBOL	logFC	logCPM	PValue	FDR	test	gene_chr	HGNC.ID	Approved.Symbol	Approved.Name	Status	Previous.Symbols	Synonyms	Chromosome	Accession.Numbers	Entrez.Gene.ID	RefSeq.IDs	Duplicated	hgnc.chr
EIF2AK4	0.532525974731629	6.48612910505629	2.02691100731573e-18	3.0895257624055e-17	1	chr15	HGNC:19687	EIF2AK4	eukaryotic translation initiation factor 2 alpha kinase 4	Approved		GCN2, KIAA1338	15q15.1	AB037759	440275		FALSE	chr15
EIF2B1	0.0812152449797653	6.20091720449744	0.23110761631204	0.343804917083605	0	chr12	HGNC:3257	EIF2B1	eukaryotic translation initiation factor 2B subunit alpha	Approved	EIF2B	EIF-2Balpha, EIF-2B, EIF2BA	12q24.31	X95648	1967	NM_001414	FALSE	chr12
EIF2B2	-0.0202784430289764	5.50201395481005	0.816211808342991	0.890476334089267	0	chr14	HGNC:3258	EIF2B2	eukaryotic translation initiation factor 2B subunit beta	Approved		EIF2B, EIF-2Bbeta	14q24.3		8892	NM_014239	FALSE	chr14
EIF2B3	-0.088191636432897	5.11856641821062	0.393215543384155	0.521534868748835	0	chr1	HGNC:3259	EIF2B3	eukaryotic translation initiation factor 2B subunit gamma	Approved		EIF2Bgamma, EIF-2B	1p34.1	AF257077	8891	NM_020365	FALSE	chr1
EIF2B4	0.0203963487754957	5.32046005268071	0.793078781179574	0.873680950720059	0	chr2	HGNC:3260	EIF2B4	eukaryotic translation initiation factor 2B subunit delta	Approved		EIF2Bdelta, EIF-2B, DKFZP586J0119, EIF2B	2p23.3	AJ011306	NA		FALSE	chr2
EIF2B5	-0.0441139934541493	5.67839035058074	0.523770528127331	0.649457128763582	0	chr3	HGNC:3261	EIF2B5	eukaryotic translation initiation factor 2B subunit epsilon	Approved		EIF2Bepsilon, EIF-2B	3q27.1	U23028	8893		FALSE	chr3
EIF2D	-0.0447685050997366	6.16085019903163	0.528653983612357	0.653482975230747	0	chr1	HGNC:6583	EIF2D	eukaryotic translation initiation factor 2D	Approved		LGTN	1q32.1	BC001585	1939	NM_006893	FALSE	chr1
EIF2S1	0.120979726176227	8.28421960855306	0.00279504040209024	0.00793306461621074	1	chr14	HGNC:3265	EIF2S1	eukaryotic translation initiation factor 2 subunit alpha	Approved	EIF2	EIF-2alpha, EIF2A	14q23.3	J02645	1965	NM_004094	FALSE	chr14
EIF2S2	0.130114360041383	8.92041995500158	0.00068473492614501	0.00224629678265828	1	chr20	HGNC:3266	EIF2S2	eukaryotic translation initiation factor 2 subunit beta	Approved	EIF2	EIF2beta, PPP1R67	20q11.22	M29536	8894	NM_003908	FALSE	chr20
EIF2S3	0.00281295722208169	8.6338098075799	0.976444965218332	1	0	chrX	HGNC:3267	EIF2S3	eukaryotic translation initiation factor 2 subunit gamma	Approved	EIF2G	EIF2gamma, EIF2	Xp22.11	L19161	1968	NM_001415	FALSE	chrX
EIF3A	-0.162307287968549	9.44666610994778	9.54148279300638e-06	4.37092414625405e-05	-1	chr10	HGNC:3271	EIF3A	eukaryotic translation initiation factor 3 subunit A	Approved	EIF3, EIF3S10	eIF3-theta, eIF3-p170, KIAA0139, eIF3a, TIF32	10q26.11	U78311	8661	NM_003750	TRUE	chr10
EIF3A	-0.162307287968549	9.44666610994778	9.54148279300638e-06	4.37092414625405e-05	-1	chr10	HGNC:6159	EIF6	eukaryotic translation initiation factor 6	Approved	EIF3A, ITGB4BP	p27BBP, b(2)gcn	20q11.22	Y11435	3692	NM_002212	TRUE	chr20
EIF3B	0.071160124574941	8.2971395954042	0.0783677956918496	0.142464567887805	0	chr7	HGNC:3280	EIF3B	eukaryotic translation initiation factor 3 subunit B	Approved	EIF3S9	PRT1, eIF3b	7p22.3	U62583	8662		FALSE	chr7
EIF3D	0.0735570961291806	8.03892463301828	0.0678370017525504	0.126585412952909	0	chr22	HGNC:3278	EIF3D	eukaryotic translation initiation factor 3 subunit D	Approved	EIF3S7	eIF3-p66, eIF3-zeta, eIF3d	22q12.3	U54558	8664		FALSE	chr22
EIF3E	0.0503626691627104	9.26929447229473	0.17847015525616	0.279274161751268	0	chr8	HGNC:3277	EIF3E	eukaryotic translation initiation factor 3 subunit E	Approved	INT6, EIF3S6	eIF3-p48, eIF3e	8q23.1	U94175	3646	NM_001568	FALSE	chr8
EIF3F	0.186494344395142	7.58467116481945	4.50615199433417e-05	0.000184972609857514	1	chr11	HGNC:3275	EIF3F	eukaryotic translation initiation factor 3 subunit F	Approved	EIF3S5	eIF3-epsilon, eIF3-p47, eIF3f	11p15.4	U94855, AK093511	8665	NM_003754	FALSE	chr11
EIF3G	0.00675682418536465	6.75250204036381	0.951137825022234	0.985672680662307	0	chr19	HGNC:3274	EIF3G	eukaryotic translation initiation factor 3 subunit G	Approved	EIF3S4	eIF3-delta, eIF3-p44, eIF3g	19p13.2	U96074	8666		FALSE	chr19
EIF3H	-0.0587844511702287	8.10585451080432	0.154747220849989	0.24877544527531	0	chr8	HGNC:3273	EIF3H	eukaryotic translation initiation factor 3 subunit H	Approved	EIF3S3	eIF3-gamma, eIF3-p40, eIF3h	8q23.3-q24.11	U54559	8667	NM_003756	FALSE	chr8
EIF3I	0.0896075122739451	7.69020989390801	0.0363022989651902	0.0744366329472672	0	chr1	HGNC:3272	EIF3I	eukaryotic translation initiation factor 3 subunit I	Approved	EIF3S2	TRIP-1, eIF3-beta, eIF3-p36, eIF3i	1p35.2	U39067	8668	NM_003757	FALSE	chr1
EIF3J	0.0131986719679179	7.42793012396878	0.80230321338376	0.88025670564723	0	chr15	HGNC:3270	EIF3J	eukaryotic translation initiation factor 3 subunit J	Approved	EIF3S1	eIF3-p35, eIF3-alpha, eIF3j	15q21.1	U97670	8669	NM_003758	FALSE	chr15
EIF3J-AS1	-0.118012523458669	2.61316765172472	0.631496765976974	0.74449965834046	0	chr15	HGNC:48616	EIF3J-AS1	EIF3J antisense RNA 1 (head to head)	Approved			15q21.1		645212		FALSE	chr15
EIF3K	0.0701088339014169	7.80450321868899	0.108503114381589	0.186510742829469	0	chr19	HGNC:24656	EIF3K	eukaryotic translation initiation factor 3 subunit K	Approved	EIF3S12	eIF3k, PRO1474, HSPC029, PTD001, PLAC-24, M9, ARG134	19q13.2	AB019392	27335	NM_013234	FALSE	chr19
EIF3L	0.0774214734225884	8.29050632914496	0.0507776849731846	0.098843714508375	0	chr22	HGNC:18138	EIF3L	eukaryotic translation initiation factor 3 subunit L	Approved	EIF3S6IP, EIF3EIP	HSPC021, HSPC025, EIF3S11	22q13.1	AF083243	51386	NM_016091	FALSE	chr22
EIF3M	-0.164285248852395	8.34610823756848	0.000109245992689729	0.000418295430592908	-1	chr11	HGNC:24460	EIF3M	eukaryotic translation initiation factor 3 subunit M	Approved	PCID1	hfl-B5, FLJ29030, GA17, eIF3m, TANGO7	11p13	AK131064	10480	NM_006360	FALSE	chr11
EIF4A2	0.0451650234893253	7.23874194482917	0.350969972680742	0.478844499140296	0	chr3	HGNC:3284	EIF4A2	eukaryotic translation initiation factor 4A2	Approved	EIF4F	DDX2B, EIF4A, BM-010	3q27.3	D30655	1974	NM_001967	FALSE	chr3
EIF4A3	0.298190021175813	7.04403199650608	3.78758994524303e-09	2.68306899063912e-08	1	chr17	HGNC:18683	EIF4A3	eukaryotic translation initiation factor 4A3	Approved	DDX48	KIAA0111, EIF4AIII, Fal1	17q25.3	BC004386	9775	NM_014740	FALSE	chr17
EIF4B	0.254782948715495	10.1697482386236	4.41226485802631e-12	4.21029731179504e-11	1	chr12	HGNC:3285	EIF4B	eukaryotic translation initiation factor 4B	Approved			12q13.13	X55733	1975	NM_001417	FALSE	chr12
EIF4E	-0.106831666058583	6.61467259001711	0.0850640463524092	0.152395936047367	0	chr4	HGNC:3287	EIF4E	eukaryotic translation initiation factor 4E	Approved	EIF4EL1, EIF4F	EIF4E1	4q23	M15353	1977	NM_001968	FALSE	chr4
EIF4E2	0.0626485350821102	6.44326156705293	0.35212743294776	0.479795306587746	0	chr2	HGNC:3293	EIF4E2	eukaryotic translation initiation factor 4E family member 2	Approved	EIF4EL3	IF4e, 4EHP	2q37.1	AF038957	9470	NM_004846	FALSE	chr2
EIF4EBP1	0.622207534308454	6.30645138906892	4.48467127288324e-23	8.91206169773276e-22	1	chr8	HGNC:3288	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1	Approved		PHAS-I, 4E-BP1	8p11.23		1978	NM_004095	FALSE	chr8
EIF4EBP2	-0.59439519972099	7.29997176834023	1.1455094388971e-35	3.73770061929646e-34	-1	chr10	HGNC:3289	EIF4EBP2	eukaryotic translation initiation factor 4E binding protein 2	Approved			10q22.1		1979	NM_004096	FALSE	chr10
EIF4ENIF1	-0.0456594937217879	4.89236907314616	0.604034422770398	0.721088347123116	0	chr22	HGNC:16687	EIF4ENIF1	eukaryotic translation initiation factor 4E nuclear import factor 1	Approved		4E-T, FLJ21601, Clast4, 2610509L04Rik	22q12.2	AF240775	56478	NM_019843	FALSE	chr22
EIF4G1	-0.192863849072214	9.63519932346015	1.085321519271e-07	6.53138299191481e-07	-1	chr3	HGNC:3296	EIF4G1	eukaryotic translation initiation factor 4 gamma 1	Approved	EIF4G, EIF4F	p220, PARK18	3q27.1	D12686	1981	NM_182917	FALSE	chr3
EIF4G2	0.2525856033204	10.9698320148626	1.60714270091881e-12	1.58453837544993e-11	1	chr11	HGNC:3297	EIF4G2	eukaryotic translation initiation factor 4 gamma 2	Approved		DAP5, NAT1, p97	11p15.4	U73824	1982	NM_001418	FALSE	chr11
EIF4G3	-0.375508467639943	6.06819296032428	1.81593618521606e-08	1.19053000262007e-07	-1	chr1	HGNC:3298	EIF4G3	eukaryotic translation initiation factor 4 gamma 3	Approved		eIF4GII	1p36.12	AF012072	8672	NM_003760	FALSE	chr1
EIF4H	0.179713334119336	9.00594895516604	2.72775240408263e-06	1.35569400745174e-05	1	chr7	HGNC:12741	EIF4H	eukaryotic translation initiation factor 4H	Approved	WBSCR1	WSCR1, KIAA0038	7q11.23		7458	NM_022170	FALSE	chr7
EIF5	-0.257036215746093	9.0457785767748	1.89990359275047e-11	1.70576847546168e-10	-1	chr14	HGNC:3299	EIF5	eukaryotic translation initiation factor 5	Approved			14q32.32	U49436	1983	NM_001969	FALSE	chr14
EIF5A	0.0519430241781605	9.56001466889673	0.157490983335825	0.252547758345709	0	chr17	HGNC:3300	EIF5A	eukaryotic translation initiation factor 5A	Approved		EIF5A1, EIF-5A, MGC99547, MGC104255	17p13.1		1984	NM_001970	FALSE	chr17
EIF5A2	0.314171851551999	4.28114759753643	0.0120745545776779	0.0289712159377192	1	chr3	HGNC:3301	EIF5A2	eukaryotic translation initiation factor 5A2	Approved			3q26.2	AF293386	56648		FALSE	chr3
EIF5AL1	0.128199507449006	3.08458517254331	0.435523264502276	0.565023100267972	0	chr10	HGNC:17419	EIF5AL1	eukaryotic translation initiation factor 5A-like 1	Approved	EIF5AP1	bA342M3.3	10q22.3		143244	NM_001099692	FALSE	chr10
EIF5B	-0.0909461692280169	7.80542706830465	0.0328129405232018	0.0682216292241655	0	chr2	HGNC:30793	EIF5B	eukaryotic translation initiation factor 5B	Approved		IF2, KIAA0741, DKFZp434I036, FLJ10524	2q11.2	AF078035	9669	NM_015904	FALSE	chr2
EIF6	-0.214848811667082	6.53152754256695	0.000250009422279014	0.000895457666882555	-1	chr20	HGNC:6159	EIF6	eukaryotic translation initiation factor 6	Approved	EIF3A, ITGB4BP	p27BBP, b(2)gcn	20q11.22	Y11435	3692	NM_002212	FALSE	chr20
ELAC1	0.426210639135991	2.27267188705077	0.086104972844589	0.153981905725171	0	chr18	HGNC:14197	ELAC1	elaC ribonuclease Z 1	Approved		D29	18q21.2	AB029151	55520		FALSE	chr18
ELAC2	0.27564436112879	7.08563654167572	5.46594420247526e-08	3.39340711120094e-07	1	chr17	HGNC:14198	ELAC2	elaC ribonuclease Z 2	Approved		FLJ10530, HPC2	17p12	AF304370	60528		FALSE	chr17
ELAVL1	0.0516717893667833	7.23133624275229	0.30111137060683	0.424577681940975	0	chr19	HGNC:3312	ELAVL1	ELAV like RNA binding protein 1	Approved	HUR	HuR, Hua, MelG	19p13.2	U38175	1994	NM_001419	FALSE	chr19
ELF1	0.239952017242664	6.2079851127624	0.000370415335954887	0.00127757741446673	1	chr13	HGNC:3316	ELF1	E74 like ETS transcription factor 1	Approved			13q14.11	M82882	1997	NM_172373	TRUE	chr13
ELF1	0.239952017242664	6.2079851127624	0.000370415335954887	0.00127757741446673	1	chr13	HGNC:28691	ELOF1	elongation factor 1 homolog	Approved		MGC4549, ELF1	19p13.2	AK001171	84337	NM_032377	TRUE	chr19
ELF2	0.0516541203859524	5.48456797882783	0.559955291703885	0.682517398639358	0	chr4	HGNC:3317	ELF2	E74 like ETS transcription factor 2	Approved		EU32, NERF, NERF-2, NERF-1A, NERF-1B	4q31.1	AF256222	1998	NM_006874	FALSE	chr4
ELF3	-1.02528115248158	5.74669012808264	5.25841644759272e-49	2.48469914956992e-47	-1	chr1	HGNC:3318	ELF3	E74 like ETS transcription factor 3	Approved	ESX	EPR-1, ESE-1, ERT	1q32.1	AF016295	1999	NM_004433	FALSE	chr1
ELF4	0.0505043241547229	6.20028703922292	0.41578254799928	0.544830751686428	0	chrX	HGNC:3319	ELF4	E74 like ETS transcription factor 4	Approved		MEF, ELFR	Xq26.1	U32645	2000	NM_001421	FALSE	chrX
ELFN1	0.00439809201608794	1.32401869342041	0.899101887244018	0.948230294904454	0	chr7	HGNC:33154	ELFN1	extracellular leucine rich repeat and fibronectin type III domain containing 1	Approved	PPP1R28		7p22.3		392617	NM_001128636	FALSE	chr7
ELFN2	1.80349052316675	4.26400021627387	1.23622737986848e-37	4.34484543040277e-36	1	chr22	HGNC:29396	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2	Approved	LRRC62, PPP1R29	dJ63G5.3, KIAA1904	22q13.1	BC041596	114794	NM_052906	FALSE	chr22
ELK1	0.0102097779929112	5.61688550889392	0.963675526479733	0.994786986554611	0	chrX	HGNC:3321	ELK1	ELK1, ETS transcription factor	Approved			Xp11.23	M25269	2002	NM_005229	FALSE	chrX
ELK3	0.83734380368262	6.81112664261817	4.41735875266689e-54	2.43968237950321e-52	1	chr12	HGNC:3325	ELK3	ELK3, ETS transcription factor	Approved		ERP, NET, SAP2	12q23.1	BC017371	2004	NM_005230	FALSE	chr12
ELK4	-0.0670559515397837	7.63560502358023	0.129528767004373	0.215379695501994	0	chr1	HGNC:3326	ELK4	ELK4, ETS transcription factor	Approved		SAP1	1q32.1	M85165	2005	NM_021795	FALSE	chr1
ELL	-0.0710203526042588	3.81650330282073	0.663753233199045	0.770743947315319	0	chr19	HGNC:23114	ELL	elongation factor for RNA polymerase II	Approved	C19orf17	Men, ELL1, PPP1R68	19p13.11	U16282	8178	NM_006532	FALSE	chr19
ELL2	0.784077305138029	5.54931182718144	1.4647190901255e-22	2.8529597178353e-21	1	chr5	HGNC:17064	ELL2	elongation factor for RNA polymerase II 2	Approved		MRCCAT1	5q15	U88629	22936	NM_012081	FALSE	chr5
ELL3	0.252984992348322	1.98198543287263	0.362931028561368	0.491119438097787	0	chr15	HGNC:23113	ELL3	elongation factor for RNA polymerase II 3	Approved		FLJ22637	15q15.3	AF276512	80237	NM_025165	FALSE	chr15
ELMO1	-0.867057140236799	2.27235462726328	0.000279178844350326	0.000989653708313827	-1	chr7	HGNC:16286	ELMO1	engulfment and cell motility 1	Approved		KIAA0281, CED12, ELMO-1, CED-12	7p14.2-p14.1	AF398885	9844	NM_130442	FALSE	chr7
ELMO2	-0.0962066117715901	5.14123519456319	0.310174956799323	0.434238132211759	0	chr20	HGNC:17233	ELMO2	engulfment and cell motility 2	Approved		CED12, ELMO-2, CED-12, KIAA1834, FLJ11656	20q13.12	AF398886	63916	NM_022086	FALSE	chr20
ELMO3	-0.220901183407141	1.65845073024032	0.505579963281613	0.631381085703487	0	chr16	HGNC:17289	ELMO3	engulfment and cell motility 3	Approved		FLJ13824, CED12, ELMO-3, CED-12	16q22.1		79767	NM_024712	FALSE	chr16
ELMOD1	-1.54284209775495	2.35355906839713	2.29195897118624e-09	1.66614316549254e-08	-1	chr11	HGNC:25334	ELMOD1	ELMO domain containing 1	Approved		DKFZp547C176	11q22.3	AL359601	55531	NM_018712	FALSE	chr11
ELMOD2	-0.171251007720591	5.66168946665459	0.0192740510587518	0.0433043149198584	-1	chr4	HGNC:28111	ELMOD2	ELMO domain containing 2	Approved		MGC10084	4q31.1	BX648349	255520	NM_153702	FALSE	chr4
ELMOD3	-0.026115293653477	3.10526958656735	0.873188453365496	0.929351654962626	0	chr2	HGNC:26158	ELMOD3	ELMO domain containing 3	Approved	RBM29, RBED1, DFNB88	FLJ21977	2p11.2	AF258573	84173	NM_032213	FALSE	chr2
ELMSAN1	0.119880675133753	6.86622297808761	0.0232364561536593	0.0509512826250259	0	chr14	HGNC:19853	ELMSAN1	ELM2 and Myb/SANT domain containing 1	Approved	C14orf117, C14orf43	LSR68	14q24.3	BF971739	91748	NM_194278	FALSE	chr14
ELOF1	-0.19356654734915	4.79410383717265	0.0695331039178802	0.129194203073586	0	chr19	HGNC:28691	ELOF1	elongation factor 1 homolog	Approved		MGC4549, ELF1	19p13.2	AK001171	84337	NM_032377	FALSE	chr19
ELOVL1	-0.120398844610706	5.94465886181538	0.0776235543892415	0.141373491348743	0	chr1	HGNC:14418	ELOVL1	ELOVL fatty acid elongase 1	Approved		Ssc1	1p34.2	AK001653	64834	NM_022821	FALSE	chr1
ELOVL2	1.00003161000711	6.79516730655016	1.04848195335584e-74	9.42009349360132e-73	1	chr6	HGNC:14416	ELOVL2	ELOVL fatty acid elongase 2	Approved		Ssc2	6p24.2	AK000341	54898		FALSE	chr6
ELOVL5	0.0376662857294162	7.51847322844921	0.433524745560478	0.56294236171609	0	chr6	HGNC:21308	ELOVL5	ELOVL fatty acid elongase 5	Approved	SCA38	HELO1, dJ483K16.1	6p12.1	AF052129	60481	NM_021814	FALSE	chr6
ELOVL6	-0.0619236996342505	5.47464289547949	0.454274602262259	0.583061909020312	0	chr4	HGNC:15829	ELOVL6	ELOVL fatty acid elongase 6	Approved		FLJ23378, MGC5487, LCE	4q25	AK027031	79071	NM_024090	FALSE	chr4
ELOVL7	-0.491668701050379	4.57951331228636	1.63418530618336e-05	7.19921827910475e-05	-1	chr5	HGNC:26292	ELOVL7	ELOVL fatty acid elongase 7	Approved		FLJ23563	5q12.1	AK027216	79993		FALSE	chr5
ELP2	-0.0998593514472348	5.70369209933211	0.197097459952303	0.302195576742156	0	chr18	HGNC:18248	ELP2	elongator acetyltransferase complex subunit 2	Approved	STATIP1	FLJ10879, StIP	18q12.2	AK001741	55250	NM_018255	FALSE	chr18
ELP3	-0.417382307506104	6.05416605516605	1.94176366825198e-10	1.56988853238688e-09	-1	chr8	HGNC:20696	ELP3	elongator acetyltransferase complex subunit 3	Approved		FLJ10422, KAT9	8p21.1		55140	NM_018091	FALSE	chr8
ELP4	0.468544759089069	4.71977749188099	2.96363640236615e-06	1.46154129189746e-05	1	chr11	HGNC:1171	ELP4	elongator acetyltransferase complex subunit 4	Approved	C11orf19	PAXNEB	11p13	AJ276005	26610	NM_019040	FALSE	chr11
ELP5	0.146279282995518	5.51415516970534	0.0604646950324012	0.114780199061047	0	chr17	HGNC:30617	ELP5	elongator acetyltransferase complex subunit 5	Approved	C17orf81	DERP6	17p13.1	BC002762	23587	NM_015362	FALSE	chr17
ELP6	-0.210267894772657	4.13973369488455	0.0908400471118814	0.161075374712076	0	chr3	HGNC:25976	ELP6	elongator acetyltransferase complex subunit 6	Approved	TMEM103, C3orf75	FLJ20211	3p21.31	AK000218	54859	NM_017713	FALSE	chr3
EMB	-0.285537776362538	6.53984102289553	1.3893309221244e-06	7.22588010781212e-06	-1	chr5	HGNC:30465	EMB	embigin	Approved		MGC71745	5q11.1	BC059398	133418	NM_198449	FALSE	chr5
EMBP1	-1.32349834092209	1.16327740888785	0.000516643117613667	0.00173593176047278	-1	chr1	HGNC:38661	EMBP1	embigin pseudogene 1	Approved			1p11.2		647121		FALSE	chr1
EMC1	-0.0907247586649474	6.85182298808737	0.100183891597231	0.174419499044415	0	chr1	HGNC:28957	EMC1	ER membrane protein complex subunit 1	Approved	KIAA0090		1p36.13		23065	NM_015047	FALSE	chr1
EMC10	-0.0588073294392956	5.46876653107472	0.469239822468082	0.597580520567757	0	chr19	HGNC:27609	EMC10	ER membrane protein complex subunit 10	Approved	C19orf63	INM02, HSS1, HSM1	19q13.33	BC062607	284361	NM_175063	FALSE	chr19
EMC2	-0.110654934372166	5.43031639967474	0.166017051981612	0.264029612214086	0	chr8	HGNC:28963	EMC2	ER membrane protein complex subunit 2	Approved	KIAA0103, TTC35		8q23.1	BC021667	9694	NM_014673	FALSE	chr8
EMC3	-0.265135583860381	5.26758827145601	0.00190847784964656	0.00564011128232355	-1	chr3	HGNC:23999	EMC3	ER membrane protein complex subunit 3	Approved	TMEM111		3p25.3	AF157321	55831	NM_018447	FALSE	chr3
EMC3-AS1	-0.136518073685404	2.40764776380748	0.584204885050836	0.703604826156761	0	chr3	HGNC:49223	EMC3-AS1	EMC3 antisense RNA 1	Approved			3p25.3		442075		FALSE	chr3
EMC4	-0.242892819645321	6.07210188673295	0.00021145867764755	0.000768392846028493	-1	chr15	HGNC:28032	EMC4	ER membrane protein complex subunit 4	Approved	TMEM85	FLJ90746, MGC24415, PIG17	15q14	BC016348	51234	NM_016454	FALSE	chr15
EMC6	-0.10515524046792	5.4341793990333	0.205835796345291	0.313036491507039	0	chr17	HGNC:28430	EMC6	ER membrane protein complex subunit 6	Approved	TMEM93	MGC2963	17p13.2		83460	NM_031298	FALSE	chr17
EMC7	-0.383278313148005	6.40828875213475	1.00538418790629e-10	8.38345847667215e-10	-1	chr15	HGNC:24301	EMC7	ER membrane protein complex subunit 7	Approved	C15orf24	C11orf3	15q14	AJ245874	56851	NM_020154	FALSE	chr15
EMC8	0.0395122076894077	5.98850401803225	0.506863271055999	0.632550289751779	0	chr16	HGNC:7864	EMC8	ER membrane protein complex subunit 8	Approved	C16orf4, NOC4, C16orf2, COX4NB	FAM158B	16q24.1	AF005888	10328	NM_006067	FALSE	chr16
EMC9	-0.0179346727092089	4.18859643948954	0.907854424479988	0.954462855172285	0	chr14	HGNC:20273	EMC9	ER membrane protein complex subunit 9	Approved	C14orf122, FAM158A	CGI-112	14q12	BF346999	51016	NM_016049	FALSE	chr14
EMD	0.117804107561161	6.46257648067866	0.0509667315507542	0.0991209696836161	0	chrX	HGNC:3331	EMD	emerin	Approved		STA, LEMD5	Xq28	X82434	2010		FALSE	chrX
EME1	0.274623338799861	4.07058160973299	0.0342075184534899	0.0707324992592584	0	chr17	HGNC:24965	EME1	essential meiotic structure-specific endonuclease 1	Approved		FLJ31364, MMS4L, SLX2A	17q21.33	BC016470	146956	NM_152463	FALSE	chr17
EME2	-0.323732864520046	2.11070241617789	0.267925924727006	0.387449710502351	0	chr16	HGNC:27289	EME2	essential meiotic structure-specific endonuclease subunit 2	Approved		FLJ00151, SLX2B	16p13.3	AK074080	197342	NM_001010865	FALSE	chr16
EMG1	0.142066830194023	5.76774058622295	0.0550457585631585	0.10590767421939	0	chr12	HGNC:16912	EMG1	EMG1, N1-specific pseudouridine methyltransferase	Approved		C2F, NEP1, Grcc2f	12p13.31	U72514	10436	NM_006331	FALSE	chr12
EMILIN2	0.190552184609653	0.240451162445758	0.852108049257945	0.915314851598288	0	chr18	HGNC:19881	EMILIN2	elastin microfibril interfacer 2	Approved		FLJ33200, FOAP-10	18p11.32-p11.31	AF270513	84034	NM_032048	FALSE	chr18
EML1	0.564827562785035	5.44849807543118	1.9505685692574e-11	1.75002488091321e-10	1	chr14	HGNC:3330	EML1	echinoderm microtubule associated protein like 1	Approved	EMAPL	EMAP, HuEMAP, ELP79	14q32.2	AK023861	2009	NM_001008707	FALSE	chr14
EML2	-0.190893587746507	4.21552389095448	0.132446944310878	0.219363639558377	0	chr19	HGNC:18035	EML2	echinoderm microtubule associated protein like 2	Approved		EMAP2, ELP70, EMAP-2	19q13.32	AF103939	24139	NM_012155	FALSE	chr19
EML2-AS1	0.661881846307852	0.955727278885349	0.1098908295643	0.188388498196901	0	chr19	HGNC:48331	EML2-AS1	EML2 antisense RNA 1	Approved	C19orf83		19q13.32		100287177	NR_130728	FALSE	chr19
EML3	0.3555404271439	5.41060796158461	3.54508862642507e-05	0.000147467364512328	1	chr11	HGNC:26666	EML3	echinoderm microtubule associated protein like 3	Approved		FLJ35827, ELP95	11q12.3	AK093146	256364	NM_153265	FALSE	chr11
EML4	0.00625267824228433	8.73153367701128	0.897986881407803	0.947681084705166	0	chr2	HGNC:1316	EML4	echinoderm microtubule associated protein like 4	Approved	C2orf2	ROPP120, ELP120	2p21	AF177377	27436	NM_019063	FALSE	chr2
EML5	0.842177397609075	3.2939037107495	3.85305849328305e-07	2.15036396576138e-06	1	chr14	HGNC:18197	EML5	echinoderm microtubule associated protein like 5	Approved		HuEMAP-2, EMAP-2	14q31.3	AY357725	161436		FALSE	chr14
EML6	0.183912402112545	3.55749781233016	0.289511769972711	0.411197045390824	0	chr2	HGNC:35412	EML6	echinoderm microtubule associated protein like 6	Approved		FLJ42562	2p16.1		400954	XM_001725002	FALSE	chr2
EMP1	3.74598096674784	0.861433292982803	4.84895512194085e-15	5.86935193982177e-14	1	chr12	HGNC:3333	EMP1	epithelial membrane protein 1	Approved		TMP, CL-20	12p13.1	U43916	2012	NM_001423	FALSE	chr12
EMP2	0.225169185060242	6.31074121063599	0.000167090935063333	0.000615368857836497	1	chr16	HGNC:3334	EMP2	epithelial membrane protein 2	Approved		XMP	16p13.13	U52100	2013	NM_001424	FALSE	chr16
EMP3	0.40848215551807	6.55721564813099	5.77097234205605e-12	5.44571487721531e-11	1	chr19	HGNC:3335	EMP3	epithelial membrane protein 3	Approved		YMP	19q13.33	U52101	2014	NM_001425	FALSE	chr19
EN2	-1.11086065934436	1.12813661483386	0.0100285656133098	0.0246949314986695	-1	chr7	HGNC:3343	EN2	engrailed homeobox 2	Approved			7q36.3		2020	NM_001427	FALSE	chr7
ENAH	0.182774259692838	8.49141049413972	3.12243995113944e-06	1.53274678324882e-05	1	chr1	HGNC:18271	ENAH	ENAH, actin regulator	Approved		FLJ10773, NDPP1, MENA	1q42.12	AK001635	55740	NM_018212	FALSE	chr1
ENC1	-0.648158195489659	4.80700824236811	5.84501209469506e-09	4.06158302310019e-08	-1	chr5	HGNC:3345	ENC1	ectodermal-neural cortex 1	Approved	NRPB	PIG10, ENC-1, TP53I10, KLHL37	5q13.3	AF059611	8507	NM_003633	FALSE	chr5
ENDOD1	0.0110959673453858	5.1071796112421	0.84835465102061	0.913282308473626	0	chr11	HGNC:29129	ENDOD1	endonuclease domain containing 1	Approved		KIAA0830	11q21	BC026191	23052	NM_015036	FALSE	chr11
ENDOG	0.341573818655691	3.54493185839647	0.0263713305316313	0.0567170321851908	0	chr9	HGNC:3346	ENDOG	endonuclease G	Approved			9q34.11	X79444	2021	NM_004435	FALSE	chr9
ENDOV	-0.630913814203191	3.22677347205575	9.22523750782037e-05	0.000356977798376622	-1	chr17	HGNC:26640	ENDOV	endonuclease V	Approved		FLJ35220	17q25.3		284131	NM_173627	FALSE	chr17
ENGASE	-0.493137489587341	4.46094029748997	1.70255787466565e-05	7.47718876591543e-05	-1	chr17	HGNC:24622	ENGASE	endo-beta-N-acetylglucosaminidase	Approved		FLJ21865	17q25.3	AF512564	64772	NM_022759	FALSE	chr17
